system:index,B11,B12,B2,B3,B4,B8,NDVI_2024,landcover,.geo
1_0_0,1839.5,792.0,304.0,528.0,234.0,3426.0,0.87213117,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_1_0,2028.5,862.5,284.0,551.0,274.0,4296.0,0.88008755,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_2_0,2093.0,883.0,308.5,669.0,297.0,4506.0,0.8763273,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_3_0,2109.0,992.5,453.0,671.0,402.5,4426.0,0.8332816,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_4_0,2082.0,927.5,300.5,564.5,277.0,3910.0,0.8676857,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_5_0,2050.5,885.5,288.0,536.0,248.5,4122.0,0.88628304,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_6_0,2332.5,1054.5,281.0,654.0,245.0,4910.0,0.9049466,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_7_0,1927.0,894.5,281.5,523.0,302.5,3556.0,0.8432033,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_8_0,1914.5,839.0,294.0,599.0,316.0,4022.0,0.85431075,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_9_0,2040.0,854.0,306.0,596.0,255.0,4598.0,0.89491034,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_10_0,2041.0,985.5,303.5,623.0,376.5,3478.0,0.8046439,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_11_0,2334.0,1012.0,321.5,669.5,321.5,5308.0,0.8857803,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_12_0,2140.0,974.5,282.0,577.0,321.5,4010.0,0.8515526,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_13_0,2197.5,985.0,321.5,660.0,311.0,4348.0,0.86649495,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_14_0,1989.5,1081.0,326.0,518.0,337.5,3464.0,0.82243854,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_15_0,2216.0,1027.0,313.0,578.0,335.0,3702.0,0.83403516,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_16_0,2384.5,1050.5,298.0,537.5,264.5,4478.0,0.88845545,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_17_0,2710.5,1263.5,326.0,681.5,319.0,5026.0,0.8806361,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_18_0,1778.5,823.5,365.0,728.0,420.5,3562.0,0.7888261,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_19_0,1815.5,788.0,332.0,613.5,367.5,3594.0,0.8144642,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_20_0,2138.5,914.0,322.5,579.0,320.0,3740.0,0.84236455,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_21_0,2106.5,922.0,270.0,575.0,254.5,4476.0,0.8924004,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_22_0,2321.0,1043.5,256.5,564.0,289.0,4326.0,0.8747562,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_23_0,2142.0,977.0,330.5,636.5,375.5,4156.0,0.8342712,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_24_0,2173.0,948.5,278.5,535.5,268.5,4470.0,0.886673,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_25_0,2203.5,919.0,402.5,670.0,364.0,4186.0,0.84,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_26_0,2297.5,1019.0,302.0,689.0,283.0,4808.0,0.8888234,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_27_0,2155.5,958.0,316.5,602.0,339.0,3852.0,0.83822477,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_28_0,1820.0,802.5,280.5,537.0,310.5,3364.0,0.8309974,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_29_0,2133.5,938.5,281.0,637.0,283.0,4172.0,0.87295175,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_30_0,2029.5,882.5,244.5,630.5,232.0,4312.0,0.89788735,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_31_0,2091.5,907.0,325.0,637.5,343.0,4062.0,0.8442679,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_32_0,1896.0,786.5,266.0,548.0,273.5,4126.0,0.8756677,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_33_0,1919.0,941.0,260.0,502.0,294.0,3156.0,0.8295652,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_34_0,1861.5,899.5,315.5,570.5,360.0,3424.0,0.80972517,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_35_0,1879.5,794.0,282.5,591.0,267.0,3872.0,0.8709833,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_36_0,884.0,391.0,219.0,489.0,274.0,2664.0,0.8134785,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_37_0,1529.0,693.0,217.5,471.5,256.0,3262.0,0.85446274,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_38_0,1761.0,824.0,291.0,684.0,307.5,3740.0,0.84805435,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_39_0,1452.5,598.0,199.5,442.0,220.0,3806.0,0.89071035,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_40_0,1654.0,709.0,171.5,406.0,178.5,3550.0,0.90425104,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_41_0,2016.0,902.0,245.0,677.0,253.5,4312.0,0.88894975,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_42_0,1843.5,833.0,225.0,558.0,218.0,3528.0,0.8836092,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_43_0,2018.5,849.0,218.5,564.0,235.5,4424.0,0.8989162,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_44_0,1900.5,845.5,203.0,487.5,214.0,3986.0,0.89809525,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_45_0,1534.0,706.0,220.0,470.5,213.5,3654.0,0.88959277,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_46_0,1285.5,599.5,154.0,333.5,170.0,2843.0,0.88715565,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_47_0,1546.5,641.0,213.5,415.5,210.5,3778.0,0.89444655,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_48_0,1496.5,669.0,234.5,407.5,229.5,2851.0,0.8509982,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_49_0,1767.5,747.0,245.5,481.5,236.0,4032.0,0.88940954,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_50_0,1671.5,777.0,290.5,536.5,289.0,3728.0,0.8561115,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_51_0,1331.0,526.5,224.0,465.0,232.5,3850.0,0.8860992,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_52_0,2115.0,934.5,321.5,620.0,336.5,4098.0,0.8482354,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_53_0,2064.0,898.0,348.0,706.5,360.5,4074.0,0.8374112,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_54_0,2496.0,1179.0,333.0,709.0,334.0,4704.0,0.8674077,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_55_0,2095.5,932.5,308.5,578.0,236.5,4302.0,0.89578056,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_56_0,1891.5,801.5,286.5,562.5,253.5,3992.0,0.8805794,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_57_0,2607.0,1198.0,271.5,673.0,286.5,4608.0,0.8829298,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_58_0,1846.5,751.0,265.0,535.0,254.0,3864.0,0.8766391,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_59_0,1817.5,758.0,328.5,634.5,332.0,3864.0,0.8417541,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_60_0,2545.5,1243.5,333.5,672.5,279.0,4394.0,0.8805906,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_61_0,2204.0,1051.0,362.0,650.0,385.0,3764.0,0.81441313,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_62_0,2531.5,1403.5,341.0,651.0,373.5,4006.0,0.8294326,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_63_0,2195.0,1023.0,302.0,591.0,284.0,4512.0,0.88156796,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_64_0,1922.0,804.5,278.5,650.0,298.0,4216.0,0.86796635,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_65_0,2070.0,1006.5,287.0,565.5,339.5,3840.0,0.8375404,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_66_0,2137.5,972.5,357.0,776.0,347.0,4292.0,0.8503988,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_67_0,2026.0,1042.0,315.5,593.0,346.5,3346.0,0.81232226,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_68_0,1886.5,861.5,273.5,524.5,286.0,3954.0,0.86509436,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_69_0,2549.5,1274.5,393.0,798.5,436.0,4532.0,0.82447666,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_70_0,2334.0,1042.5,279.0,564.0,256.5,4438.0,0.89072317,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_71_0,2053.5,907.5,247.5,530.0,248.5,3718.0,0.8747006,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_72_0,2402.5,1124.5,450.5,975.0,491.0,4508.0,0.80356073,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_73_0,2490.0,1155.5,329.5,723.5,311.0,4562.0,0.8723579,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_74_0,1893.0,825.5,293.5,562.0,277.0,3754.0,0.8625651,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_75_0,2184.0,1032.0,431.5,761.0,397.0,3904.0,0.8153918,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_76_0,2404.5,1109.5,264.5,582.5,252.0,4704.0,0.89830506,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_77_0,2504.0,1127.5,308.5,670.0,271.5,4592.0,0.88835204,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_78_0,2370.5,1101.5,328.5,563.5,290.5,4414.0,0.8765012,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_79_0,2007.0,890.5,276.5,520.0,291.0,3946.0,0.86263865,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_80_0,1902.0,802.5,289.5,628.5,269.5,4206.0,0.87956655,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_81_0,2524.0,1127.0,367.0,780.5,358.5,5674.0,0.8811438,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_82_0,2251.5,1033.0,312.5,618.5,264.5,4518.0,0.8893884,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_83_0,1599.5,687.5,303.0,523.0,295.5,3109.0,0.82640624,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_84_0,1454.0,637.5,214.5,499.0,244.5,3576.0,0.8720063,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_85_0,1656.5,744.0,205.5,513.5,238.5,3872.0,0.8839557,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_86_0,1820.0,781.5,175.5,394.0,163.0,3516.0,0.911389,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_87_0,1996.0,917.0,289.0,648.0,311.0,3744.0,0.8466091,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_88_0,2189.0,963.5,387.5,680.5,411.0,4420.0,0.8298489,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_89_0,2466.0,1114.5,399.0,761.0,374.0,5028.0,0.86153275,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_90_0,2868.5,1343.0,409.5,827.0,349.0,5296.0,0.87635076,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_91_0,2383.5,1107.0,373.0,715.0,344.0,4458.0,0.85672635,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_92_0,2176.0,966.5,390.5,710.5,362.0,4256.0,0.8432222,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_93_0,2139.0,932.0,336.0,563.0,306.0,4042.0,0.85924566,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_94_0,2207.5,1009.5,280.5,557.0,264.0,3836.0,0.8712195,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_95_0,2094.0,981.0,310.0,633.0,348.0,4096.0,0.8433843,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_96_0,2231.5,966.0,363.5,636.5,341.5,4722.0,0.8651131,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_97_0,2347.0,1185.0,350.0,795.5,392.5,4752.0,0.84740984,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_98_0,2165.0,1052.0,282.0,599.0,280.0,4680.0,0.88709676,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
1_99_0,2535.5,1194.5,317.5,658.0,334.0,4528.0,0.86260796,1,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_0_0,2263.0,1971.5,815.0,918.0,1150.0,1405.0,0.099804305,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_1_0,810.5,604.5,385.0,424.0,493.5,713.5,0.1822701,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_2_0,3295.0,2388.0,2657.0,2965.0,3083.0,3522.0,0.0664648,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_3_0,166.0,107.0,206.0,311.0,237.0,208.0,-0.06516854,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_4_0,2534.0,2242.0,1506.0,1554.0,1841.0,2181.0,0.084535055,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_5_0,2289.5,1899.5,1328.0,1329.0,1436.0,1917.0,0.14345363,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_6_0,2450.0,2105.0,870.5,868.0,1054.0,1573.0,0.19756377,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_7_0,2363.0,1986.5,1097.0,1342.0,1657.0,2013.0,0.09700272,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_8_0,2162.5,1913.5,596.5,736.0,944.0,1609.0,0.26047787,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_9_0,2239.0,2018.0,1081.0,1195.0,1274.0,1885.0,0.19341564,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_10_0,2688.0,2505.0,1027.0,1124.0,1346.0,1661.0,0.10475557,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_11_0,2673.0,2533.5,1297.0,1301.0,1549.0,1533.0,-0.005191434,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_12_0,3097.0,3240.5,1429.0,1492.0,1681.0,1910.0,0.06377054,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_13_0,2286.5,2120.5,1060.0,1147.0,1418.0,1446.0,0.009776536,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_14_0,2404.0,2220.5,1018.5,1001.5,1467.0,1319.0,-0.053122755,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_15_0,2522.5,2255.5,1190.0,1269.0,1422.0,1589.0,0.055463303,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_16_0,3183.0,3121.5,1488.0,1594.0,1793.0,1926.0,0.035762303,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_17_0,3264.5,3135.5,2780.0,2535.0,2503.0,2572.0,0.013596059,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_18_0,2368.5,2026.5,985.5,1042.0,1203.0,1605.0,0.1431624,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_19_0,2983.5,2784.5,924.0,939.0,1260.0,2074.0,0.24415118,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_20_0,3460.5,3274.5,2890.0,3042.0,2932.0,3902.0,0.14193738,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_21_0,2993.5,2793.5,1008.5,1138.0,1620.0,2394.0,0.19282511,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_22_0,2995.0,2809.5,1329.0,1288.0,1545.0,1820.0,0.08172362,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_23_0,3973.5,3738.0,1319.0,1464.0,2403.0,2700.0,0.05820106,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_24_0,2899.5,2964.0,1942.0,1955.0,1988.0,1952.0,-0.009137056,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_25_0,3000.5,2917.0,950.0,1072.0,1627.0,1953.0,0.09106145,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_26_0,3802.0,3658.5,992.5,1102.0,2003.0,2504.0,0.11116042,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_27_0,2647.0,2554.0,966.0,1134.0,1575.0,1678.0,0.03166308,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_28_0,1855.0,1332.5,597.0,928.0,1492.0,1623.0,0.042054575,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_29_0,2556.5,2157.5,1124.0,1299.0,1446.0,1802.0,0.10960591,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_30_0,2567.5,2358.0,1545.0,1539.0,1761.0,2122.0,0.09296935,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_31_0,2024.0,1607.0,734.5,877.0,1138.0,1593.0,0.16660564,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_32_0,2290.5,2176.0,1109.0,1073.0,1286.0,1402.0,0.04315476,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_33_0,3353.5,3937.5,1876.0,1505.0,1542.0,2231.0,0.1826133,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_34_0,2924.0,2850.5,1698.0,1608.0,1893.0,1893.0,0.0,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_35_0,1997.0,1734.0,1105.0,1395.0,1528.0,1795.0,0.08034908,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_36_0,3733.5,3552.5,1616.0,1675.0,1735.0,2533.0,0.18697283,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_37_0,2978.5,2775.5,1560.0,1594.0,1724.0,2005.0,0.07535532,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_38_0,2753.0,2677.0,1617.0,1758.0,1912.0,2199.0,0.0698127,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_39_0,4771.0,5009.5,2854.0,3230.0,3644.0,4624.0,0.11852927,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_40_0,2241.0,1870.0,797.5,887.5,1130.0,1728.0,0.20923723,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_41_0,2186.0,1921.0,842.5,931.0,1123.0,1380.0,0.10267679,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_42_0,3211.0,3023.0,1061.0,1163.0,1324.0,1790.0,0.14964676,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_43_0,1986.5,1616.0,617.5,753.5,816.0,2175.0,0.45436308,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_44_0,2312.0,1904.5,993.0,1022.0,1110.0,1783.0,0.23263049,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_45_0,1981.0,1811.0,1078.0,1222.0,1458.0,1593.0,0.044247787,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_46_0,2573.5,2016.5,718.0,1034.0,1198.0,2583.0,0.3663052,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_47_0,3520.0,3307.5,805.0,917.0,1316.0,2346.0,0.28126708,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_48_0,2714.5,2666.5,1592.0,1582.0,1879.0,1898.0,0.0050304476,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_49_0,3283.0,3079.0,2126.0,2093.0,2429.0,2446.0,0.0034871795,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_50_0,3002.5,2888.0,813.0,926.5,1603.0,1992.0,0.10820584,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_51_0,3967.0,3995.5,2502.0,2461.0,2687.0,2668.0,-0.003548086,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_52_0,3781.0,3931.0,2100.0,2153.0,2262.0,2424.0,0.034571063,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_53_0,4001.0,4236.5,1793.0,1800.0,1997.0,2537.0,0.11910013,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_54_0,3478.5,3246.5,1978.0,2236.0,2329.0,2799.0,0.09165367,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_55_0,3665.5,3946.5,1933.0,1932.0,2063.0,2074.0,0.0026589315,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_56_0,3859.5,3803.5,1837.0,1988.0,2115.0,2485.0,0.080434784,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_57_0,2294.5,2139.5,837.5,920.0,994.0,1394.0,0.16750419,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_58_0,2072.5,1893.5,990.0,1056.0,1161.0,1317.0,0.06295399,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_59_0,2513.5,2391.0,1133.0,1122.0,1332.0,1421.0,0.032328367,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_60_0,2371.5,2165.5,869.0,866.0,1174.0,1401.0,0.08815534,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_61_0,2138.0,1954.5,1037.0,1037.0,1273.0,1365.0,0.034874905,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_62_0,4681.5,4837.5,3574.0,3554.0,3456.0,3458.0,2.8926815E-4,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_63_0,3595.5,3426.0,3312.0,3434.0,3312.0,3151.0,-0.024911031,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_64_0,2882.5,2581.0,1683.0,2097.0,2608.0,2399.0,-0.04174156,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_65_0,4430.0,4806.5,3005.0,3011.0,2990.0,2971.0,-0.0031873847,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_66_0,6226.0,6765.0,4172.0,4188.0,4338.0,4010.0,-0.03929085,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_67_0,3773.0,3557.5,1065.5,1247.0,2056.0,2508.0,0.09903593,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_68_0,3683.0,3587.5,1062.0,1245.0,1661.0,2737.0,0.24465667,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_69_0,2766.0,2470.5,1651.0,1716.0,1686.0,2717.0,0.23415853,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_70_0,2609.0,2626.0,1688.0,1638.0,1864.0,1939.0,0.019721273,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_71_0,2865.0,2503.0,2438.0,2462.0,2537.0,2585.0,0.009371339,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_72_0,2334.0,2331.0,1024.5,1145.0,1404.0,1719.0,0.10086455,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_73_0,3359.0,3351.0,2364.0,2507.0,2617.0,2431.0,-0.036846276,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_74_0,2260.0,1980.0,769.0,850.0,984.0,1601.0,0.23868471,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_75_0,2244.0,2121.0,947.5,1048.0,1287.0,1433.0,0.05367647,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_76_0,2228.5,2057.5,1211.0,1281.0,1463.0,1479.0,0.0054384773,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_77_0,2892.5,2975.5,1946.0,1953.0,2081.0,2201.0,0.028024288,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_78_0,923.0,781.5,303.5,419.0,425.0,257.0,-0.24633431,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_79_0,2537.0,2223.5,1099.0,1219.0,1323.0,1839.0,0.16318786,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_80_0,2570.0,2253.0,890.0,1108.0,1149.0,2040.0,0.27939793,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_81_0,2692.5,2344.0,980.5,1174.0,1250.0,2911.0,0.3991829,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_82_0,2459.5,2250.5,986.0,930.0,1153.0,1474.0,0.122192614,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_83_0,2848.0,2705.5,1229.0,1297.0,1748.0,1960.0,0.057173677,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_84_0,1910.5,1611.0,534.5,609.0,739.0,1177.0,0.22860125,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_85_0,2918.0,2951.0,1218.0,1345.0,1477.0,1691.0,0.0675505,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_86_0,2665.0,2507.0,823.0,943.0,1173.0,1952.0,0.24928,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_87_0,2359.0,2224.5,694.0,814.0,1473.0,1948.0,0.13884829,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_88_0,2782.0,2761.0,1415.0,1666.0,1655.0,1768.0,0.033011977,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_89_0,2312.0,2065.5,529.0,679.0,712.5,1577.0,0.37759337,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_90_0,2301.0,2019.0,880.0,1070.0,1212.0,1610.0,0.14103472,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_91_0,3547.0,3584.0,1930.0,1948.0,2084.0,2060.0,-0.005791506,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_92_0,3994.0,4295.0,933.5,1045.0,1159.0,2932.0,0.43339038,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_93_0,3363.0,3190.0,2564.0,2165.0,1929.0,2391.0,0.10694444,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_94_0,2771.0,2760.5,1154.0,1372.0,2051.0,1982.0,-0.017108852,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_95_0,2707.5,2428.0,842.5,943.0,1424.0,1892.0,0.14113389,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_96_0,3051.5,2846.0,1982.0,2511.0,3011.0,2817.0,-0.033287577,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_97_0,2066.0,2035.5,1474.0,1729.0,2093.0,2191.0,0.022875817,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_98_0,3044.5,2889.0,1513.0,1462.0,1630.0,1816.0,0.053975623,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
2_99_0,2870.5,2828.0,1158.0,1492.0,1612.0,2297.0,0.17523663,0,"{""type"":""MultiPoint"",""coordinates"":[]}"
